uid,start,end,all_day,venue,doors,showtime,live_start,live_end,meet_start,meet_end,summary,location,description,status,recurrence,last_modified
5qk9sj4eku0sk7pa7t9u0u84at@google.com,2026-08-27,2026-08-27,yes,Shibuya Milkyway,18:45,19:10,20:10,,20:50,22:00,【イベント】Drawry.主催3カ月連続フリーライブ「描きかけの夏」vol.2,,"8月27日(木)@ Shibuya Milkyway
Drawry.主催3カ月連続フリーライブ「描きかけの夏」vol.2
開場 / 開演 18:45 / 19:10
チケット 優先入場 2,500円 一般 0円(各+1D)
出演 Drawry. / ARCANA PROJECT / アキストゼネコ

タイムテーブル
19:10 アキストゼネコ
19:40 ARCANA PROJECT
20:10 Drawry.
20:50 特典会
22:00 特典会終了

■チケット販売サイト
https://t-dv.com/Drawry_summer2
※チケット発売：8/1(土)22:00先着",CONFIRMED,,20260731T100042Z
1uqi6l8gnfckro1r42oufo52tr@google.com,2026-08-29,2026-08-29,yes,新宿MARZ,10:40,11:00,,,,,【イベント】8°世界が変われば、『8utter POP!! vol.13』,,"8月29日(土)@ 新宿MARZ
8°世界が変われば、『8utter POP!! vol.13』
開場 10:40/ 開演 11:00
チケット 前売券 2,500円 / 当日券 3,000円(各+1D)
出演 8°世界が変われば、 / 月に足跡を残した少女達は一体何を見たのか... / Drawry.

■チケット販売サイト
https://t-dv.com/20260829_8utterpop
※チケット発売：8/14(金) 22:30先着",CONFIRMED,,20260813T173014Z
55bl6iep01ggtdm5cn01rgeqr5@google.com,2026-08-30,2026-08-30,yes,,,,,,,,△,,イベント入る可能性低めです。絶対に入らないということではないです。,CONFIRMED,,20260813T042816Z
6r8kp8dgtmn9lae0ddk0tnqjlh@google.com,2026-08-31,2026-08-31,yes,SHIBUYA RING,17:00,17:20,,,,,【イベント】『THE LAST OF SUMMER』,,"8月31日(月)@ SHIBUYA RING
『THE LAST OF SUMMER』
開場 17:00/ 開演 17:20
チケット 前方 3,500円 / 一般 2,500円 / 当日券 3,500円(各+1D)
出演 きっと大切だった / 会心ノ一撃 / Drawry. / may in film / ブルベア / Rea Lis / GigiL / 可愛いって言わないと呪う！/ れあれあれあ!

■チケット販売サイト
https://ticketvillage.jp/events/13849
※チケット発売：8/5(水)22:00先着",CONFIRMED,,20260801T133753Z
3h0gjg2uilm72nmgscjbs310tq@google.com,2026-09-02,2026-09-02,yes,代官山 SPACEODD,17:30,18:00,,,,,【イベント】DAKENO IDOL VOL.1,,"9月2日(水)@ 代官山 SPACEODD
DAKENO IDOL VOL.1
開場 17:30/ 開演 18:00
チケット 優先入場 3,500円 / 一般 2,500円(各+1D)
出演 AZATOY / CHEMICAL X / CoTei / Drawry. / hakanai / HATENO

■チケット販売サイト
https://ticketdive.com/event/dakeno1
※チケット発売：8/13(木) 22:00先着",CONFIRMED,,20260812T110453Z
21co179l5vbjjrgcomo417rv6c@google.com,2026-09-05,2026-09-05,yes,草ぶえの丘(千葉 佐倉),09:30,09:55,,,,,【イベント】「くさのねフェスティバル2026」,,"9月5日(土) @ 草ぶえの丘(千葉 佐倉)
「くさのねフェスティバル2026」
開場 9:30/開演9:55(予定)
チケット
限定グッズ付き2Days通し券 20,000円
2Days通し券 10,000円
限定グッズ付き 13,000円
一般 7,000円
千葉県民割・高校生学割 5,000円
※バンドフェスの日程ですが、バンドセットでの出演ではございません。

■チケット販売サイト
http://kusanoneidolfes.com/#ticket

公式HP
https://kusanonefes.com

#くさのねフェス2026 #くさのねアイドルフェス2026",CONFIRMED,,20260725T130128Z
00r0udduank44dmkn8a9v6d6rh@google.com,2026-09-05,2026-09-05,yes,,,,,,,,くさのね前後にもう1本ライブあり＠千葉,,,CONFIRMED,,20260810T144038Z
1ji2hq6pjiglqlki3glfu0clat@google.com,2026-09-06,2026-09-06,yes,草ぶえの丘(千葉 佐倉),10:00,10:45,,,,,【イベント】「くさのねアイドルフェスティバル2026」,,"9月6日(日) @ 草ぶえの丘(千葉 佐倉)
「くさのねアイドルフェスティバル2026」
開場10:00/開演10:45(予定)
チケット
限定グッズ付き2Days通し券 20,000円
2Days通し券 10,000円
限定グッズ付き 12,000円
一般 7,000円
女性・学生 4,000円
入場順：限定グッズ付き2Days通しチケット→2Days通しチケット→限定グッズ付きチケット→一般チケット→女性学生チケット→当日券

■チケット販売サイト
http://kusanoneidolfes.com/#ticket

公式HP
http://kusanoneidolfes.com

#くさのねアイドルフェス2026",CONFIRMED,,20260818T111049Z
6m26f3a0os27krnqfk480hgmqb@google.com,2026-09-10,2026-09-10,yes,下北沢 近道,19:00,19:30,,,,,【小宵めみソロイベント】「めみちゃんが歌います！」@下北沢近道,,"9月10日(木)@ 下北沢 近道
「めみちゃんが歌います！」
開場 19:00/ 開演 19:30
チケット：前売 2,500円 / 当日 3,000円
※小宵めみ ソロでの弾き語りイベントとなります。
※前方のみ椅子がございます。椅子が埋まり次第、立ち見でのご案内となる場合がございます。

■チケット販売サイト
https://t-dv.com/memi03
※チケット発売：7/28(火) 22:30先着",CONFIRMED,,20260727T151437Z
1u6jo6g4liif9av8toneovf5ai@google.com,2026-09-12,2026-09-12,yes,,,,,,,,ライブ予定あり,,,CONFIRMED,,20260726T114414Z
464ks83r8eak7f9afb8a5hc6j8@google.com,2026-09-13,2026-09-13,yes,Shibuya Milkyway,17:00,17:30,,,,,【イベント】Drawry.主催「First and Last」,,"9月13日(日)@ Shibuya Milkyway
Drawry.主催「First and Last」
開場 17:00 / 開演 17:30 ※20:40には特典会含めて終了予定
チケット 前売 3,000円 当日 3,500円(各+1D)
出演 airattic / Drawry.

■チケット販売サイト
https://t-dv.com/First_and_Last
※チケット発売：8/1(土)22:30先着",CONFIRMED,,20260731T120029Z
40sfj4thefv93018q9pomvdn3v@google.com,2026-09-15,2026-09-15,yes,,,,,,,,ライブ入る可能性あり,,,CONFIRMED,,20260715T030502Z
487c9ldjn5iovjk8gobm6nqjs8@google.com,2026-09-19,2026-09-19,yes,,,,,,,,ライブ予定あり(夕方までに終わります),,,CONFIRMED,,20260726T114512Z
30l50tjjf7p69ihmjdcg4kb3cl@google.com,2026-09-20,2026-09-20,yes,,,,,,,,ライブ入る可能性あり,,,CONFIRMED,,20260716T234924Z
6simoeoghkro36sef1ho68mftc@google.com,2026-09-26,2026-09-26,yes,,,,,,,,×,,イベント入る可能性は限りなく低いです。,CONFIRMED,,20260713T125134Z
1iaubi5mn18ogu48cbd0pvabos@google.com,2026-09-30,2026-09-30,yes,,,,,,,,主催イベント予定@ Shibuya Milkyway,,詳細後日,CONFIRMED,,20260404T034453Z
2v63k50pm7k9d7ok49q85l4fa7@google.com,2026-10-11,2026-10-11,yes,,,,,,,,ライブ予定あり＠時間未定,,,CONFIRMED,,20260808T074752Z
3sdsjalbkbdau21d6b7klapmh4@google.com,2026-10-17,2026-10-17,yes,,,,,,,,大阪遠征(対バンイベント)@時間未定,,,CONFIRMED,,20260719T142758Z
0i2ddad29jimklfdd1g0h6jil9@google.com,2026-10-18,2026-10-18,yes,LIVE SPACE CONPASS,,,,,,,【イベント】Drawry.主催イベント「build a family in Osaka」supported by こぐまカリー(年内ラスト遠征予定),,"10月18日(日)昼帯@ LIVE SPACE CONPASS
Drawry.主催イベント「build a family in Osaka」supported by こぐまカリー
※詳細後日解禁となりますが特典会含めて16:00までに終了予定です。",CONFIRMED,,20260720T083409Z
5povsvnr235c4vsmi3c6k6uigd@google.com,2026-10-26,2026-10-26,yes,渋谷WWW,18:15,19:00,,,,,【イベント】Drawry.2nd ONEMAN LIVE「Inside Out」,,"10月26日(月)@ 渋谷WWW
Drawry.2nd ONEMAN LIVE「Inside Out」
開場 18:15 / 開演 19:00
※ライブ終了は21:00頃、特典会は22:30頃終了予定です。また、事前物販は17:00〜17:45を予定しております。多少の変更が出る場合がございます。

チケット  
Sチケット 8,000円 一般チケット 2,500円 当日券. 3,000円(一般のみ) (各+1D)
Sチケット特典：優先入場(エリア分けはございません。)/限定Tシャツ付
※後日特典付手売りチケットも販売予定がございます。

■チケット販売サイト
https://t-dv.com/drawry_2nd
先行抽選：3/28-4/5 23:59
チケット販売：4/7 22:00先着",CONFIRMED,,20260328T042407Z
